#    L    TT             EE             BB             TE         
   350    2.49758E+03    1.81370E+01    2.18288E-03    9.07597E+01
   351    2.47206E+03    1.82883E+01    2.17139E-03    8.93151E+01
   352    2.44690E+03    1.84372E+01    2.16072E-03    8.78437E+01
   353    2.42212E+03    1.85837E+01    2.15084E-03    8.63455E+01
   354    2.39771E+03    1.87279E+01    2.14173E-03    8.48228E+01
   355    2.37369E+03    1.88695E+01    2.13336E-03    8.32747E+01
   356    2.35006E+03    1.90086E+01    2.12572E-03    8.17022E+01
   357    2.32682E+03    1.91450E+01    2.11878E-03    8.01058E+01
   358    2.30398E+03    1.92788E+01    2.11251E-03    7.84864E+01
   359    2.28154E+03    1.94098E+01    2.10689E-03    7.68439E+01
   360    2.25950E+03    1.95379E+01    2.10190E-03    7.51798E+01
   361    2.23787E+03    1.96631E+01    2.09752E-03    7.34932E+01
   362    2.21664E+03    1.97853E+01    2.09372E-03    7.17859E+01
   363    2.19584E+03    1.99044E+01    2.09047E-03    7.00584E+01
   364    2.17544E+03    2.00205E+01    2.08776E-03    6.83115E+01
   365    2.15547E+03    2.01335E+01    2.08556E-03    6.65460E+01
   366    2.13592E+03    2.02432E+01    2.08384E-03    6.47626E+01
   367    2.11681E+03    2.03498E+01    2.08259E-03    6.29622E+01
   368    2.09812E+03    2.04529E+01    2.08178E-03    6.11454E+01
   369    2.07986E+03    2.05529E+01    2.08139E-03    5.93132E+01
   370    2.06205E+03    2.06494E+01    2.08139E-03    5.74662E+01
   371    2.04467E+03    2.07426E+01    2.08175E-03    5.56053E+01
   372    2.02773E+03    2.08322E+01    2.08247E-03    5.37312E+01
   373    2.01123E+03    2.09184E+01    2.08350E-03    5.18446E+01
   374    1.99517E+03    2.10011E+01    2.08484E-03    4.99464E+01
   375    1.97955E+03    2.10802E+01    2.08645E-03    4.80373E+01
   376    1.96438E+03    2.11556E+01    2.08831E-03    4.61180E+01
   377    1.94965E+03    2.12274E+01    2.09039E-03    4.41894E+01
   378    1.93537E+03    2.12954E+01    2.09269E-03    4.22520E+01
   379    1.92153E+03    2.13597E+01    2.09516E-03    4.03068E+01
   380    1.90815E+03    2.14202E+01    2.09779E-03    3.83545E+01
   381    1.89522E+03    2.14768E+01    2.10056E-03    3.63958E+01
   382    1.88273E+03    2.15294E+01    2.10343E-03    3.44315E+01
   383    1.87070E+03    2.15782E+01    2.10639E-03    3.24624E+01
   384    1.85912E+03    2.16231E+01    2.10942E-03    3.04894E+01
   385    1.84798E+03    2.16640E+01    2.11248E-03    2.85133E+01
   386    1.83729E+03    2.17011E+01    2.11556E-03    2.65350E+01
   387    1.82705E+03    2.17341E+01    2.11863E-03    2.45553E+01
   388    1.81725E+03    2.17633E+01    2.12167E-03    2.25750E+01
   389    1.80790E+03    2.17886E+01    2.12466E-03    2.05951E+01
   390    1.79899E+03    2.18099E+01    2.12757E-03    1.86163E+01
   391    1.79053E+03    2.18272E+01    2.13037E-03    1.66395E+01
   392    1.78250E+03    2.18406E+01    2.13305E-03    1.46654E+01
   393    1.77491E+03    2.18499E+01    2.13559E-03    1.26949E+01
