#    L    TT             EE             BB             TE         
   330    3.07432E+03    1.47172E+01    0.00000E+00    1.13104E+02
   331    3.04284E+03    1.49010E+01    0.00000E+00    1.12306E+02
   332    3.01160E+03    1.50839E+01    0.00000E+00    1.11472E+02
   333    2.98059E+03    1.52657E+01    0.00000E+00    1.10603E+02
   334    2.94982E+03    1.54465E+01    0.00000E+00    1.09698E+02
   335    2.91931E+03    1.56261E+01    0.00000E+00    1.08759E+02
   336    2.88907E+03    1.58045E+01    0.00000E+00    1.07784E+02
   337    2.85909E+03    1.59816E+01    0.00000E+00    1.06776E+02
   338    2.82939E+03    1.61573E+01    0.00000E+00    1.05734E+02
   339    2.79998E+03    1.63317E+01    0.00000E+00    1.04659E+02
   340    2.77086E+03    1.65046E+01    0.00000E+00    1.03552E+02
   341    2.74204E+03    1.66759E+01    0.00000E+00    1.02411E+02
   342    2.71353E+03    1.68455E+01    0.00000E+00    1.01238E+02
   343    2.68533E+03    1.70134E+01    0.00000E+00    1.00034E+02
   344    2.65743E+03    1.71794E+01    0.00000E+00    9.87978E+01
   345    2.62986E+03    1.73436E+01    0.00000E+00    9.75304E+01
   346    2.60262E+03    1.75057E+01    0.00000E+00    9.62317E+01
   347    2.57569E+03    1.76659E+01    0.00000E+00    9.49026E+01
   348    2.54911E+03    1.78238E+01    0.00000E+00    9.35429E+01
   349    2.52287E+03    1.79796E+01    0.00000E+00    9.21550E+01
   350    2.49697E+03    1.81331E+01    0.00000E+00    9.07382E+01
   351    2.47145E+03    1.82844E+01    0.00000E+00    8.92938E+01
   352    2.44629E+03    1.84334E+01    0.00000E+00    8.78226E+01
   353    2.42150E+03    1.85800E+01    0.00000E+00    8.63246E+01
   354    2.39708E+03    1.87242E+01    0.00000E+00    8.48022E+01
   355    2.37306E+03    1.88659E+01    0.00000E+00    8.32544E+01
   356    2.34943E+03    1.90050E+01    0.00000E+00    8.16822E+01
   357    2.32619E+03    1.91415E+01    0.00000E+00    8.00862E+01
   358    2.30334E+03    1.92753E+01    0.00000E+00    7.84671E+01
   359    2.28090E+03    1.94063E+01    0.00000E+00    7.68250E+01
   360    2.25886E+03    1.95345E+01    0.00000E+00    7.51614E+01
   361    2.23722E+03    1.96597E+01    0.00000E+00    7.34753E+01
   362    2.21599E+03    1.97820E+01    0.00000E+00    7.17684E+01
